station_nu,5001625,5001627,5001640,5001645,5001650,5001655,5001660,5001670,5001673,5002643,5002650,5002660,5002677,5002690,5101675,5302620,4003650,4006680,4008670,4009610,4009630,4009670
5001625,0,0,6.029701479854525,9.206241203465115,0,0,9.401540028559843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5001627,0,0,6.455507277771329,9.632047001,0,0,9.827345826476648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5001640,6.029701479854525,6.455507277771329,0,4.602233315411111,0,0,4.7975321405058375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5001645,9.206241203465115,9.632047001,4.602233315411111,0,0,0,8.776721006899681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5001650,0,0,0,0,0,0,0,6.129225169181746,6.129225169181746,0,0,0,0,0,0,0,0,0,0,0,0,0
5001655,0,0,0,0,0,0,1.7142115136470526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5001660,9.401540028559843,9.827345826476648,4.7975321405058375,8.776721006899681,0,1.7142115136470526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5001670,0,0,0,0,6.129225169181746,0,0,0,6.129225169181746,0,0,0,0,0,0,0,0,0,0,0,0,0
5001673,0,0,0,0,6.129225169181746,0,0,6.129225169181746,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5002643,0,0,0,0,0,0,0,0,0,0,3.460721307,11.71012906329205,0,19.28671781230363,0,0,0,0,0,0,0,0
5002650,0,0,0,0,0,0,0,0,0,3.460721307,0,10.730665536458874,0,18.307254285470453,0,0,0,0,0,0,0,0
5002660,0,0,0,0,0,0,0,0,0,11.71012906329205,10.730665536458874,0,0,13.245894953382122,0,0,0,0,0,0,0,0
5002677,0,0,0,0,0,0,0,0,0,0,0,0,0,10.513265157767393,0,0,0,0,0,0,0,0
5002690,0,0,0,0,0,0,0,0,0,19.28671781230363,18.307254285470453,13.245894953382122,10.513265157767393,0,0,0,0,0,0,0,0,0
5101675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5302620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4003650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.24556376299654,0,73.02006618187805,86.31137864958487,0
4006680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.24556376299654,0,0,8.213051354307872,21.504363822014678,0
4008670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.540887698893934,26.832200166600742,0
4009610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.02006618187805,8.213051354307872,13.540887698893934,0,14.14109884803978,0
4009630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.31137864958487,21.504363822014678,26.832200166600742,14.14109884803978,0,0
4009670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
